min,tempM,tempR
1369,3.9,4.7
1370,3.9,4.7
1371,3.9,4.8
1372,3.9,4.8
1373,4,4.9
1374,3.9,4.9
1375,4,5
1376,4,5
1377,4,5
1378,4,5
1379,4,4.3
1380,4,3.7
1381,4,3.1
1382,4,2.8
1383,4,2.5
1384,4,2.2
1385,3.9,2
1386,3.9,1.8
1387,3.9,1.8
1388,3.9,2.2
1389,3.9,2.6
1390,3.9,2.8
1391,3.9,3.1
1392,3.9,3.3
1393,3.8,3.4
1394,3.8,3.5
1395,3.8,3.6
1396,3.8,3.8
1397,3.8,3.8
1398,3.8,4
1399,3.8,4
1400,3.8,4.1
1401,3.9,4.3
1402,3.8,4.3
1403,3.8,4.3
1404,3.9,4.4
1405,3.9,4.5
1406,3.9,4.6
1407,3.9,4.7
1408,3.9,4.7
1409,4,4.8
1410,3.9,4.8
1411,3.9,4.8
1412,4,4.9
1413,3.9,4.9
1414,4,5
1415,4,5
1416,4.1,5.1
1417,4,5.2
1418,4,5.2
1419,4.1,5.3
1420,4.1,5.3
1421,4.1,5.4
1422,4.1,5.4
1423,4.1,5.4
1424,4.2,5.5
1425,4.2,5.5
1426,4.2,5.6
1427,4.2,5.6
1428,4.2,5.6
1429,4.3,5.7
1430,4.3,5.7
1431,4.3,5.7
1432,4.4,5.8
1433,4.3,5.8
1434,4.3,5.8
1435,4.4,5.9
1436,4.4,5.9
1437,4.5,6
1438,4.5,6
1439,4.5,5.9
1440,4.5,5.4
1441,4.5,4.7
1442,4.5,4.1
1443,4.5,3.7
1444,4.5,3.4
1445,4.5,3.2
1446,4.5,2.9
1447,4.5,2.7
1448,4.4,2.4
1449,4.4,2.2
1450,4.4,2
1451,4.4,1.8
1452,4.3,1.8
1453,4.3,2.1
1454,4.3,2.5
1455,4.3,2.8
1456,4.3,3
1457,4.3,3.3
1458,4.2,3.4
1459,4.2,3.6
1460,4.2,3.7
1461,4.2,3.8
1462,4.2,4
1463,4.2,4
1464,4.2,4.1
1465,4.2,4.2
1466,4.2,4.4
1467,4.2,4.4
1468,4.2,4.5
1469,4.2,4.5
1470,4.2,4.7
1471,4.2,4.7
1472,4.2,4.7
1473,4.2,4.8
1474,4.3,4.9
1475,4.3,4.9
1476,4.2,5
1477,4.3,5.1
1478,4.2,5
1479,4.3,4.4
1480,4.3,3.8
1481,4.3,3.3
1482,4.2,3
1483,4.2,2.6
1484,4.2,2.4
1485,4.2,2.1
1486,4.2,1.9
1487,4.2,1.8
1488,4.2,2.1
1489,4.1,2.4
1490,4.1,2.8
1491,4.1,3
1492,4,3.2
1493,4.1,3.4
1494,4,3.5
1495,4.1,3.7
1496,4,4
1497,4,4
1498,4,4.1
1499,4.1,4.2
1500,4,4.3
1501,4.1,4.4
1502,4,4.4
1503,4.1,4.5
1504,4,4.5
1505,4.1,4.6
1506,4.1,4.7
1507,4.1,4.8
1508,4.1,4.8
1509,4.2,4.9
1510,4.1,4.9
1511,4.2,5
1512,4.1,5
1513,4.1,5
1514,4.2,5
1515,4.2,4.2
1516,4.2,3.6
1517,4.2,3.2
1518,4.1,2.8
1519,4.1,2.5
1520,4.1,2.2
1521,4.1,2
1522,4.1,1.9
1523,4,1.9
1524,4.1,2.3
1525,4.1,2.7
1526,4.1,2.9
1527,4,3.1
1528,4,3.3
1529,3.9,3.4
1530,3.9,3.6
1531,4,3.7
1532,3.9,3.8
1533,4,3.9
1534,3.9,4
1535,3.9,4.1
1536,4,4.2
1537,3.9,4.3
1538,4,4.4
1539,3.9,4.4
1540,4,4.5
1541,4,4.5
1542,4,4.7
1543,4,4.7
1544,4.1,4.8
1545,4,4.8
1546,4,4.8
1547,4.1,4.9
1548,4,4.9
1549,4.1,5
1550,4.1,5
1551,4.1,5
1552,4.1,4.2
1553,4.1,3.6
1554,4.1,3.1
1555,4.1,2.8
1556,4.1,2.5
1557,4,2.2
1558,4,1.9
1559,4,1.8
1560,4,1.9
1561,4,2.3
1562,3.9,2.6
1563,3.9,2.9
1564,4,3.1
1565,3.9,3.3
1566,3.9,3.4
1567,3.9,3.6
1568,3.9,3.7
1569,3.9,3.8
1570,3.9,3.9
1571,3.9,4
1572,3.9,4.1
1573,3.9,4.1
1574,3.9,4.3
1575,3.9,4.3
1576,3.9,4.4
1577,4,4.5
1578,3.9,4.6
1579,3.9,4.6
1580,4,4.7
1581,3.9,4.7
1582,4,4.8
1583,4,4.8
1584,4,4.9
1585,4,4.9
1586,4.1,5
1587,4,5
1588,4,5.1
1589,4.1,4.6
1590,4.1,3.8
1591,4.1,3.3
1592,4.1,3
1593,4,2.6
1594,4,2.3
1595,4,2.1
1596,3.9,1.8
1597,4,1.8
1598,3.9,2.1
1599,4,2.5
1600,4,2.8
1601,4,3.1
1602,3.9,3.2
1603,3.9,3.3
1604,3.9,3.5
1605,3.8,3.6
1606,3.9,3.8
1607,3.8,3.8
1608,3.9,4
1609,3.8,4
1610,3.8,4.1
1611,3.8,4.2
1612,3.9,4.3
1613,3.8,4.3
1614,3.9,4.4
1615,3.9,4.5
1616,3.9,4.6
1617,3.9,4.6
1618,3.9,4.7
1619,4,4.8
1620,4,4.8
1621,3.9,4.8
1622,4,4.9
1623,4,4.9
1624,4,5
1625,4,5
1626,4.1,5
1627,4,4.3
1628,4.1,3.7
1629,4,3.1
1630,4.1,2.8
1631,4,2.5
1632,4,2.2
1633,3.9,2
1634,3.9,1.8
1635,3.9,1.8
1636,4,2.2
1637,3.9,2.5
1638,3.9,2.8
1639,3.8,3.1
1640,3.9,3.3
1641,3.8,3.4
1642,3.8,3.5
1643,3.8,3.6
1644,3.8,3.8
1645,3.8,3.8
1646,3.8,4
1647,3.8,4
1648,3.8,4.2
1649,3.9,4.3
1650,3.8,4.3
1651,3.8,4.3
1652,3.9,4.4
1653,3.9,4.6
1654,3.9,4.6
1655,3.9,4.7
1656,3.9,4.7
1657,4,4.8
1658,3.9,4.8
1659,3.9,4.8
1660,4,4.9
1661,4,4.9
1662,4,5
1663,4,5
1664,4.1,5
1665,4,4.2
1666,4.1,3.6
1667,4,3.2
1668,4,2.8
1669,4,2.4
1670,3.9,2.1
1671,3.9,2
1672,3.9,1.7
1673,3.9,1.8
1674,3.9,2.3
1675,3.9,2.6
1676,3.9,2.8
1677,3.9,3.1
1678,3.9,3.3
1679,3.8,3.4
1680,3.9,3.6
1681,3.8,3.7
1682,3.8,3.8
1683,3.8,3.8
1684,3.8,4
1685,3.8,4
1686,3.8,4.2
1687,3.9,4.3
1688,3.8,4.3
1689,3.9,4.4
1690,3.8,4.4
1691,3.9,4.6
1692,3.9,4.6
1693,3.9,4.7
1694,3.9,4.7
1695,4,4.8
1696,3.9,4.8
1697,4,4.9
1698,4,4.9
1699,4,5
1700,4,5
1701,4,5.1
1702,4,4.9
1703,4,4.1
1704,4.1,3.6
1705,4,3
1706,4,2.7
1707,4,2.4
1708,3.9,2.1
1709,3.9,1.9
1710,3.9,1.7
1711,3.9,1.9
1712,3.9,2.4
1713,3.9,2.7
1714,3.9,3
1715,3.9,3.2
1716,3.8,3.3
1717,3.8,3.4
1718,3.8,3.6
1719,3.8,3.7
1720,3.8,3.8
1721,3.8,3.9
1722,3.8,4
1723,3.8,4.1
1724,3.8,4.2
1725,3.8,4.3
1726,3.8,4.3
1727,3.9,4.4
1728,3.9,4.5
1729,3.9,4.6
1730,3.9,4.6
1731,3.9,4.7
1732,3.9,4.7
1733,3.9,4.8
1734,3.9,4.8
1735,4,4.9
1736,4,4.9
1737,4,5
1738,4,5
1739,4,5
1740,4,4.6
1741,4,3.9
1742,4,3.3
1743,4,2.9
1744,4,2.6
1745,4,2.2
1746,3.9,2
1747,3.9,1.8
1748,3.9,1.7
1749,3.9,2.1
1750,3.9,2.5
1751,3.9,2.8
1752,3.8,3
1753,3.8,3.2
1754,3.8,3.3
1755,3.8,3.5
1756,3.8,3.6
1757,3.8,3.8
1758,3.8,3.8
1759,3.8,3.9
1760,3.8,4
1761,3.8,4.1
1762,3.8,4.2
1763,3.8,4.3
1764,3.8,4.3
1765,3.9,4.4
1766,3.9,4.5
1767,3.9,4.6
1768,3.9,4.6
1769,3.9,4.7
1770,3.9,4.7
1771,3.9,4.8
1772,3.9,4.8
1773,4,4.9
1774,3.9,4.9
1775,4,5.1
1776,4,5
1777,4,5.1
1778,4,5.1
1779,4,5.2
1780,4.1,5.3
1781,4.1,5.3
1782,4.1,5.4
1783,4.1,5.4
1784,4.1,5.4
1785,4.2,5.5
1786,4.1,5.5
1787,4.2,5.6
1788,4.2,5.6
1789,4.2,5.6
1790,4.3,5.7
1791,4.3,5.7
1792,4.3,5.7
1793,4.3,5.8
1794,4.3,5.8
1795,4.3,5.8
1796,4.4,5.9
1797,4.4,5.9
1798,4.5,6
1799,4.5,6
1800,4.5,5.4
1801,4.5,4.7
1802,4.5,4.1
1803,4.5,3.7
1804,4.5,3.3
1805,4.5,3
1806,4.4,2.7
1807,4.4,2.5
1808,4.4,2.3
1809,4.4,2
1810,4.3,1.8
1811,4.3,1.7
1812,4.3,2
1813,4.2,2.4
1814,4.2,2.7
1815,4.2,3
1816,4.3,3.2
1817,4.2,3.4
1818,4.2,3.6
1819,4.2,3.7
1820,4.2,3.8
1821,4.2,3.9
1822,4.2,4.1
1823,4.1,4.1
1824,4.2,4.3
1825,4.2,4.4
1826,4.2,4.4
1827,4.2,4.5
1828,4.2,4.6
1829,4.2,4.7
1830,4.2,4.7
1831,4.2,4.7
1832,4.2,4.8
1833,4.3,4.9
1834,4.3,5
1835,4.2,5
1836,4.3,5.1
1837,4.3,5
1838,4.3,4.2
1839,4.3,3.6
1840,4.3,3.1
1841,4.2,2.8
1842,4.2,2.5
1843,4.2,2.2
1844,4.2,1.9
1845,4.1,1.7
1846,4.1,1.8
1847,4.1,2.2
1848,4.2,2.6
1849,4.1,2.9
1850,4.1,3.1
1851,4,3.3
1852,4,3.4
1853,4,3.5
1854,4,3.7
1855,4,3.8
1856,4,3.9
1857,4,4
1858,4,4.1
1859,4.1,4.2
1860,4,4.3
1861,4,4.4
1862,4,4.4
1863,4,4.5
1864,4,4.5
1865,4.1,4.7
1866,4.1,4.7
1867,4.1,4.8
1868,4.1,4.8
1869,4.1,4.9
1870,4.1,4.9
1871,4.2,5
1872,4.1,5
1873,4.1,5
1874,4.2,4.8
1875,4.1,4.1
1876,4.2,3.5
1877,4.2,3
1878,4.1,2.6
1879,4.1,2.2
1880,4.1,2
1881,4,1.7
1882,4,1.7
1883,4,2
1884,4,2.4
1885,4,2.7
1886,4,2.9
1887,3.9,3.2
1888,4,3.3
1889,3.9,3.4
1890,3.9,3.6
1891,3.9,3.7
1892,3.9,3.8
1893,3.9,3.9
1894,3.9,4
1895,3.9,4.1
1896,3.9,4.2
1897,3.9,4.3
1898,3.9,4.3
1899,3.9,4.4
1900,4,4.5
1901,4,4.6
1902,4,4.7
1903,4,4.7
1904,4.1,4.8
1905,4,4.8
1906,4,4.8
1907,4,4.9
1908,4,4.9
1909,4.1,5
1910,4,5.1
1911,4.1,5.1
1912,4.1,4.4
1913,4.1,3.7
1914,4.1,3.1
1915,4.1,2.7
1916,4,2.4
1917,4,2.1
1918,4,1.8
1919,4,1.7
1920,3.9,1.8
1921,3.9,2.2
1922,3.9,2.5
1923,3.9,2.8
1924,3.9,3
1925,3.9,3.3
1926,3.9,3.4
1927,3.8,3.5
1928,3.9,3.6
1929,3.9,3.8
1930,3.8,3.8
1931,3.8,3.9
1932,3.8,4
1933,3.9,4.1
1934,3.9,4.3
1935,3.9,4.3
1936,3.8,4.3
1937,3.9,4.4
1938,4,4.6
1939,3.9,4.6
1940,3.9,4.6
1941,3.9,4.7
1942,4,4.8
1943,4,4.8
1944,3.9,4.8
1945,4,4.9
1946,4,4.9
1947,4,5
1948,4,5
1949,4.1,5.1
1950,4,4.3
1951,4.1,3.7
1952,4.1,3.1
1953,4.1,2.7
1954,4,2.4
1955,4,2
1956,3.9,1.8
1957,3.9,1.6
1958,3.9,1.8
1959,3.9,2.2
1960,3.9,2.6
1961,3.9,2.8
1962,3.8,3
1963,3.9,3.3
1964,3.8,3.4
1965,3.8,3.5
1966,3.8,3.6
1967,3.9,3.8
1968,3.8,3.8
1969,3.8,3.9
1970,3.8,4
1971,3.8,4.2
1972,3.8,4.2
1973,3.8,4.3
1974,3.8,4.3
1975,3.9,4.4
1976,3.9,4.6
1977,3.9,4.6
1978,3.9,4.6
1979,3.9,4.7
1980,3.9,4.7
1981,3.9,4.8
1982,3.9,4.8
1983,4,4.9
1984,4,4.9
1985,4,5
1986,4,5.1
1987,4.1,5.1
1988,4,4.3
1989,4.1,3.7
1990,4,3.1
1991,4,2.8
1992,4,2.4
1993,3.9,2.1
1994,3.9,1.8
1995,3.9,1.6
1996,3.9,1.9
1997,3.9,2.3
1998,3.9,2.6
1999,3.9,2.9
2000,3.8,3.1
2001,3.9,3.3
2002,3.8,3.4
2003,3.9,3.6
2004,3.8,3.6
2005,3.8,3.8
2006,3.8,3.8
2007,3.8,4
2008,3.8,4
2009,3.8,4.2
2010,3.8,4.2
2011,3.8,4.3
2012,3.8,4.3
2013,3.9,4.5
2014,3.9,4.6
2015,3.9,4.6
2016,3.9,4.7
2017,3.9,4.7
2018,4,4.8
2019,3.9,4.8
2020,3.9,4.8
2021,3.9,4.9
2022,3.9,5
2023,4,5
2024,4,5.1
2025,4.1,5
2026,4,4.2
2027,4,3.5
2028,4,3
2029,4,2.6
2030,4,2.3
2031,4,2
2032,3.9,1.7
2033,3.9,1.6
2034,3.9,1.9
2035,3.9,2.3
2036,3.9,2.7
2037,3.9,2.9
2038,3.8,3.1
2039,3.9,3.3
2040,3.8,3.4
2041,3.8,3.6
2042,3.8,3.6
2043,3.8,3.8
2044,3.8,3.9
2045,3.8,4
2046,3.8,4
2047,3.8,4.2
2048,3.8,4.3
2049,3.8,4.3
2050,3.8,4.3
2051,3.9,4.4
2052,3.9,4.6
2053,3.9,4.6
2054,3.9,4.7
2055,3.9,4.7
2056,4,4.8
2057,3.9,4.8
2058,3.9,4.8
2059,4,4.9
2060,3.9,4.9
2061,4,5
2062,4,5
2063,4,5.1
2064,4.1,4.4
2065,4,3.6
2066,4,3.1
2067,4,2.7
2068,3.9,2.3
2069,3.9,2.1
2070,3.9,1.8
2071,3.9,1.6
2072,3.9,1.9
2073,3.9,2.3
2074,3.9,2.6
2075,3.9,2.9
2076,3.8,3.1
2077,3.9,3.3
2078,3.8,3.4
2079,3.8,3.5
2080,3.8,3.6
2081,3.8,3.8
2082,3.8,3.8
2083,3.8,4
2084,3.8,4
2085,3.8,4.1
2086,3.8,4.2
2087,3.8,4.3
2088,3.8,4.3
2089,3.9,4.4
2090,3.9,4.6
2091,3.9,4.6
2092,3.9,4.6
2093,3.9,4.7
2094,3.9,4.7
2095,3.9,4.8
2096,3.9,4.8
2097,4,4.9
2098,3.9,4.9
2099,4,5
2100,4,5
2101,4,5.2
2102,4,4.5
2103,4,3.8
2104,4,3.2
2105,4,2.8
2106,4,2.4
2107,3.9,2.1
2108,3.9,1.8
2109,3.9,1.6
2110,3.9,1.7
2111,3.9,2.2
2112,3.9,2.5
2113,3.9,2.8
2114,3.8,3
2115,3.9,3.3
2116,3.8,3.4
2117,3.8,3.5
2118,3.8,3.6
2119,3.8,3.7
2120,3.8,3.8
2121,3.7,3.9
2122,3.8,4
2123,3.8,4.1
2124,3.8,4.2
2125,3.8,4.3
2126,3.8,4.3
2127,3.9,4.4
2128,3.8,4.5
2129,3.9,4.6
2130,3.8,4.6
2131,3.9,4.7
2132,3.9,4.7
2133,3.9,4.8
2134,3.9,4.8
2135,3.9,4.8
2136,3.9,4.9
2137,4,5
2138,4,5
2139,4,5.1
2140,4,5.2
2141,4,5.2
2142,4,5.2
2143,4.1,5.3
2144,4,5.3
2145,4.1,5.4
2146,4.1,5.4
2147,4.1,5.4
2148,4.1,5.5
2149,4.1,5.5
2150,4.2,5.6
2151,4.2,5.6
2152,4.2,5.6
2153,4.3,5.7
2154,4.3,5.7
2155,4.3,5.8
2156,4.3,5.8
2157,4.3,5.8
2158,4.4,5.9
2159,4.4,5.8
2160,4.4,5.2
2161,4.4,4.3
2162,4.4,3.8
2163,4.4,3.4
2164,4.4,3
2165,4.4,2.7
2166,4.3,2.4
2167,4.3,2.2
2168,4.3,1.9
2169,4.3,1.7
2170,4.3,1.7
2171,4.3,2
2172,4.2,2.3
2173,4.2,2.7
2174,4.2,2.9
2175,4.1,3.2
2176,4.2,3.4
2177,4.1,3.5
2178,4.1,3.7
2179,4.2,3.9
2180,4.1,3.9
2181,4.2,4.1
2182,4.1,4.1
2183,4.1,4.2
2184,4.1,4.3
2185,4.1,4.4
2186,4.1,4.4
2187,4.1,4.5
2188,4.1,4.6
2189,4.2,4.7
2190,4.2,4.7
2191,4.2,4.8
2192,4.2,4.8
2193,4.2,5
2194,4.2,5
2195,4.2,5
2196,4.2,5.1
2197,4.2,4.9
2198,4.2,4.1
2199,4.2,3.5
2200,4.2,3
2201,4.2,2.6
2202,4.2,2.3
2203,4.2,1.9
2204,4.1,1.7
2205,4.1,1.6
2206,4.1,2
2207,4.1,2.4
2208,4.1,2.7
2209,4.1,3
2210,4,3.2
2211,4,3.3
2212,4,3.5
2213,4,3.6
2214,4,3.7
2215,4,3.8
2216,4,3.9
2217,3.9,4
2218,4,4.1
2219,4,4.2
2220,4,4.3
2221,4,4.4
2222,4,4.4
2223,4,4.5
2224,4,4.5
2225,4.1,4.6
2226,4,4.7
2227,4.1,4.8
2228,4.1,4.8
2229,4.1,4.9
2230,4.1,4.9
2231,4.2,5
2232,4.1,5
2233,4.1,5
2234,4.2,5.1
2235,4.2,4.4
2236,4.1,3.7
2237,4.1,3.2
2238,4.1,2.7
2239,4.1,2.4
2240,4,2
2241,4,1.8
2242,4,1.5
2243,4,1.8
2244,4,2.3
2245,4,2.6
2246,4,2.8
2247,3.9,3.1
2248,4,3.3
2249,3.9,3.4
2250,3.9,3.5
2251,3.9,3.6
2252,3.9,3.8
2253,3.9,3.8
2254,3.9,4
2255,3.9,4
2256,3.9,4.1
2257,3.9,4.3
2258,3.9,4.3
2259,3.9,4.3
2260,3.9,4.4
2261,4,4.5
2262,4,4.6
2263,4,4.7
2264,4,4.7
2265,4,4.8
2266,4,4.8
2267,4,4.8
2268,4,4.9
2269,4,4.9
2270,4.1,5
2271,4.1,5
2272,4,5.1
2273,4.1,4.6
2274,4.1,3.8
2275,4.1,3.2
2276,4.1,2.8
2277,4,2.4
2278,4,2.1
2279,4,1.8
2280,4,1.6
2281,4,1.7
2282,3.9,2.1
2283,4,2.5
2284,3.9,2.8
2285,3.9,3
2286,3.9,3.2
2287,3.9,3.3
2288,3.8,3.4
2289,3.9,3.6
2290,3.8,3.7
2291,3.8,3.8
2292,3.8,3.9
2293,3.8,4
2294,3.9,4.1
2295,3.8,4.2
2296,3.9,4.3
2297,3.8,4.3
2298,3.9,4.4
2299,3.9,4.5
2300,3.9,4.6
2301,3.9,4.6
2302,4,4.7
2303,3.9,4.7
2304,4,4.8
2305,3.9,4.8
2306,4,4.9
2307,4,4.9
2308,4.1,5
2309,4,5
2310,4,5
2311,4.1,5.1
2312,4.1,4.3
2313,4.1,3.6
2314,4,3.1
2315,4,2.6
2316,4,2.3
2317,4,1.9
2318,3.9,1.6
2319,3.9,1.6
2320,3.9,1.9
2321,3.9,2.3
2322,3.9,2.6
2323,3.9,2.9
2324,3.8,3.1
2325,3.9,3.3
2326,3.8,3.4
2327,3.8,3.5
2328,3.8,3.6
2329,3.8,3.8
2330,3.8,3.8
2331,3.8,4
2332,3.8,4
2333,3.8,4.1
2334,3.8,4.2
2335,3.8,4.3
2336,3.8,4.3
2337,3.9,4.4
2338,3.9,4.5
2339,3.9,4.5
2340,3.9,4.6
2341,3.9,4.7
2342,3.9,4.7
2343,3.9,4.8
2344,3.9,4.8
2345,4,4.9
2346,4,4.9
2347,4,5
2348,4,5
2349,4,5
2350,4.1,4.9
2351,4,4.1
2352,4.1,3.5
2353,4,3
2354,4,2.5
2355,3.9,2.1
2356,3.9,1.9
2357,3.9,1.6
2358,3.9,1.6
2359,4,2
2360,3.9,2.4
2361,3.9,2.7
2362,3.9,2.9
2363,3.8,3.1
2364,3.9,3.3
2365,3.8,3.4
2366,3.8,3.6
2367,3.8,3.6
2368,3.8,3.8
2369,3.8,3.8
2370,3.8,4
2371,3.8,4
2372,3.8,4.1
2373,3.9,4.3
2374,3.8,4.3
2375,3.8,4.3
2376,3.9,4.4
2377,3.9,4.5
2378,3.9,4.6
2379,3.9,4.6
2380,3.9,4.7
2381,3.9,4.7
2382,3.9,4.8
2383,3.9,4.8
2384,4,4.9
2385,3.9,4.9
2386,4,5
2387,4,5
2388,4,5.1
2389,4,4.8
2390,4,3.9
2391,4,3.3
2392,4,2.9
2393,4,2.5
2394,4,2.1
2395,3.9,1.8
2396,3.9,1.5
2397,3.9,1.7
2398,3.9,2.1
2399,3.9,2.5
2400,3.9,2.8
2401,3.8,3
2402,3.9,3.3
2403,3.8,3.3
2404,3.8,3.4
2405,3.8,3.6
2406,3.8,3.7
2407,3.8,3.8
2408,3.8,3.9
2409,3.8,4
2410,3.8,4.1
2411,3.8,4.2
2412,3.8,4.3
2413,3.8,4.3
2414,3.9,4.4
2415,3.9,4.4
2416,3.9,4.6
2417,3.8,4.6
2418,3.9,4.7
2419,3.9,4.7
2420,3.9,4.8
2421,3.9,4.8
2422,3.9,4.8
2423,4,4.9
2424,3.9,4.9
2425,4,5
2426,4,5
2427,4,5.1
2428,4,4.4
2429,4,3.7
2430,4,3.1
2431,4,2.7
2432,3.9,2.2
2433,4,2
2434,3.9,1.7
2435,3.9,1.6
2436,3.9,1.9
2437,3.9,2.2
2438,3.9,2.6
2439,3.9,2.9
2440,3.9,3.1
2441,3.8,3.2
2442,3.8,3.4
2443,3.8,3.5
2444,3.8,3.6
2445,3.8,3.7
2446,3.8,3.8
2447,3.7,3.9
2448,3.8,4
2449,3.8,4.1
2450,3.8,4.2
2451,3.8,4.3
2452,3.8,4.3
2453,3.9,4.4
2454,3.8,4.5
2455,3.9,4.6
2456,3.9,4.6
2457,3.9,4.7
2458,3.9,4.7
2459,3.9,4.8
2460,3.9,4.8
2461,3.9,4.8
2462,3.9,4.9
2463,4,5
2464,4,5
2465,4,5
2466,4,5.1
2467,4,4.4
2468,4,3.7
2469,4,3.1
2470,4,2.8
2471,4,2.3
2472,3.9,2
2473,3.9,1.7
2474,3.9,1.6
2475,3.9,1.9
2476,3.9,2.2
2477,3.9,2.6
2478,3.9,2.9
2479,3.8,3.1
2480,3.8,3.2
2481,3.8,3.4
2482,3.8,3.5
2483,3.8,3.6
2484,3.8,3.7
2485,3.8,3.8
2486,3.8,3.9
2487,3.8,4
2488,3.8,4.1
2489,3.8,4.2
2490,3.8,4.3
2491,3.8,4.3
2492,3.9,4.4
2493,3.9,4.4
2494,3.9,4.5
2495,3.9,4.6
2496,3.9,4.7
2497,3.9,4.7
2498,3.9,4.8
2499,3.9,4.8
2500,4,4.9
2501,3.9,4.9
2502,3.9,4.9
2503,4,5
2504,4,5
2505,4,5.1
2506,4,5.1
2507,4,5.1
2508,4.1,5.3
2509,4,5.3
2510,4.1,5.4
2511,4.1,5.4
2512,4.1,5.4
2513,4.1,5.4
2514,4.2,5.5
2515,4.2,5.6
2516,4.2,5.6
2517,4.2,5.6
2518,4.3,5.7
2519,4.3,5.6
2520,4.3,5
2521,4.3,4.2
2522,4.3,3.7
2523,4.3,3.2
2524,4.3,2.9
2525,4.3,2.6
2526,4.2,2.2
2527,4.2,2
2528,4.2,1.8
2529,4.1,1.6
2530,4.1,1.8
2531,4.1,2.2
2532,4.1,2.5
2533,4,2.8
2534,4,3.1
2535,4.1,3.3
2536,4,3.4
2537,4,3.5
2538,4,3.6
2539,4,3.8
2540,4.1,3.9
2541,4,4
2542,4,4.1
2543,4,4.2
2544,4,4.3
2545,4,4.3
2546,4,4.5
2547,4,4.5
2548,4.1,4.6
2549,4.1,4.6
2550,4.1,4.7
2551,4.1,4.7
2552,4.1,4.8
2553,4.1,4.9
2554,4.2,4.9
2555,4.1,5
2556,4.1,5
2557,4.2,5.1
2558,4.1,4.9
2559,4.2,4.2
2560,4.2,3.6
2561,4.2,3.1
2562,4.1,2.7
2563,4.1,2.3
2564,4.1,2.1
2565,4.1,1.8
2566,4,1.6
2567,4,1.8
2568,4,2.3
2569,4,2.6
2570,4,2.9
2571,4,3.2
2572,4,3.3
2573,3.9,3.4
2574,4,3.5
2575,3.9,3.6
2576,3.9,3.8
2577,3.9,3.8
2578,3.9,4
2579,3.9,4
2580,3.9,4.1
2581,3.9,4.3
2582,3.9,4.3
2583,3.9,4.4
2584,3.9,4.4
2585,4,4.5
2586,4,4.5
2587,4,4.7
2588,4,4.7
2589,4,4.8
2590,4,4.8
2591,4,4.8
2592,4,4.9
2593,4.1,5
2594,4.1,5
2595,4,5
2596,4.1,5.1
2597,4.1,4.5
2598,4.1,3.8
2599,4.1,3.2
2600,4.1,2.8
2601,4,2.4
2602,4,2.1
2603,4,1.9
2604,4,1.6
2605,3.9,1.7
2606,3.9,2.1
2607,4,2.4
2608,3.9,2.8
2609,3.9,3
2610,3.9,3.2
2611,3.9,3.3
2612,3.8,3.4
2613,3.9,3.6
2614,3.8,3.6
2615,3.9,3.8
2616,3.8,3.9
2617,3.8,4
2618,3.9,4.1
2619,3.8,4.1
2620,3.9,4.3
2621,3.8,4.3
2622,3.9,4.4
2623,3.9,4.4
2624,3.9,4.5
2625,3.9,4.6
2626,4,4.7
2627,3.9,4.7
2628,4,4.8
2629,3.9,4.8
2630,3.9,4.8
2631,4,4.9
2632,4,4.9
2633,4,5
2634,4,5
2635,4.1,5
2636,4.1,4.4
2637,4.1,3.7
2638,4.1,3.2
2639,4.1,2.8
2640,4,2.4
2641,4,2.2
2642,3.9,1.9
2643,3.9,1.6
2644,3.9,1.7
2645,3.9,2.1
2646,3.9,2.4
2647,3.8,2.7
2648,3.9,3
2649,3.8,3.2
2650,3.9,3.4
2651,3.8,3.4
2652,3.8,3.5
2653,3.8,3.7
2654,3.8,3.8
2655,3.8,3.9
2656,3.8,4
2657,3.8,4
