min,tempM,tempR
2658,3.8,4.2
2659,3.9,4.3
2660,3.8,4.3
2661,3.8,4.3
2662,3.9,4.4
2663,3.9,4.5
2664,3.9,4.6
2665,3.9,4.6
2666,3.9,4.7
2667,3.9,4.7
2668,3.9,4.8
2669,3.9,4.8
2670,4,4.9
2671,4,4.9
2672,4,5
2673,4,5
2674,4,5
2675,4,4.7
2676,4,4
2677,4,3.4
2678,4,3
2679,4,2.6
2680,4,2.3
2681,4,2
2682,3.9,1.8
2683,3.9,1.7
2684,3.9,1.9
2685,3.9,2.3
2686,3.9,2.6
2687,3.9,2.9
2688,3.8,3.1
2689,3.9,3.3
2690,3.8,3.4
2691,3.8,3.5
2692,3.8,3.6
2693,3.8,3.7
2694,3.8,3.8
2695,3.8,3.9
2696,3.8,4
2697,3.8,4.1
2698,3.8,4.2
2699,3.8,4.3
2700,3.8,4.3
2701,3.9,4.4
2702,3.9,4.4
2703,3.9,4.6
2704,3.9,4.6
2705,3.9,4.7
2706,3.9,4.7
2707,3.9,4.8
2708,3.9,4.8
2709,3.9,4.8
2710,4,4.9
2711,4,5
2712,4,5
2713,4,5
2714,4,5.1
2715,4,4.5
2716,4,3.7
2717,4,3.2
2718,4,2.8
2719,4,2.5
2720,3.9,2.2
2721,3.9,1.9
2722,3.9,1.7
2723,3.9,1.7
2724,3.9,2
2725,3.9,2.4
2726,3.9,2.7
2727,3.9,2.9
2728,3.8,3.1
2729,3.9,3.3
2730,3.8,3.4
2731,3.8,3.5
2732,3.8,3.6
2733,3.8,3.8
2734,3.8,3.8
2735,3.7,3.9
2736,3.8,4
2737,3.8,4.1
2738,3.8,4.2
2739,3.8,4.3
2740,3.8,4.3
2741,3.9,4.4
2742,3.8,4.5
2743,3.9,4.6
2744,3.8,4.6
2745,3.9,4.7
2746,3.9,4.7
2747,3.9,4.8
2748,3.9,4.8
2749,3.9,4.8
2750,4,4.9
2751,3.9,5
2752,4,5
2753,4,5.1
2754,4,5.1
2755,4.1,4.3
2756,4,3.7
2757,4,3.1
2758,4,2.8
2759,3.9,2.5
2760,4,2.2
2761,3.9,2
2762,3.9,1.7
2763,3.9,1.7
2764,3.9,2.1
2765,3.9,2.5
2766,3.9,2.8
2767,3.8,3
2768,3.8,3.2
2769,3.8,3.3
2770,3.8,3.4
2771,3.8,3.5
2772,3.8,3.7
2773,3.8,3.8
2774,3.8,3.9
2775,3.8,4
2776,3.8,4
2777,3.8,4.2
2778,3.8,4.2
2779,3.8,4.3
2780,3.9,4.4
2781,3.8,4.4
2782,3.9,4.5
2783,3.9,4.6
2784,3.8,4.6
2785,3.9,4.7
2786,3.9,4.7
2787,3.9,4.8
2788,3.9,4.8
2789,4,4.9
2790,3.9,4.9
2791,4,5
2792,4,5
2793,4,5
2794,4,4.8
2795,4,4
2796,4,3.4
2797,4,3
2798,4,2.7
2799,4,2.4
2800,4,2.1
2801,3.9,1.8
2802,3.9,1.6
2803,3.9,1.8
2804,3.9,2.2
2805,3.9,2.6
2806,3.9,2.8
2807,3.8,3
2808,3.9,3.3
2809,3.8,3.4
2810,3.8,3.5
2811,3.8,3.6
2812,3.8,3.8
2813,3.8,3.8
2814,3.7,3.9
2815,3.8,4
2816,3.8,4.1
2817,3.8,4.2
2818,3.8,4.3
2819,3.8,4.3
2820,3.9,4.4
2821,3.9,4.5
2822,3.9,4.6
2823,3.8,4.6
2824,3.9,4.7
2825,3.9,4.7
2826,3.9,4.8
2827,3.9,4.8
2828,3.9,4.8
2829,3.9,4.9
2830,3.9,4.9
2831,4,5
2832,3.9,5
2833,4,5.1
2834,4,4.4
2835,4,3.7
2836,4,3.2
2837,4,2.8
2838,4,2.5
2839,3.9,2.2
2840,3.9,2
2841,3.9,1.7
2842,3.9,1.7
2843,3.9,2
2844,3.9,2.4
2845,3.9,2.7
2846,3.8,2.9
2847,3.8,3.1
2848,3.8,3.3
2849,3.8,3.4
2850,3.8,3.5
2851,3.8,3.6
2852,3.8,3.8
2853,3.8,3.8
2854,3.8,4
2855,3.8,4
2856,3.8,4.2
2857,3.8,4.3
2858,3.8,4.3
2859,3.8,4.3
2860,3.8,4.4
2861,3.9,4.5
2862,3.9,4.6
2863,3.8,4.6
2864,3.9,4.7
2865,3.9,4.7
2866,3.9,4.8
2867,3.9,4.8
2868,4,4.9
2869,3.9,4.9
2870,4,5
2871,4,5
2872,4,5.1
2873,4,5.2
2874,4,5.1
2875,4,5.2
2876,4,5.3
2877,4,5.3
2878,4.1,5.4
2879,4.1,5.4
2880,4.1,4.8
2881,4.2,4.1
2882,4.1,3.6
2883,4.1,3.2
2884,4.1,2.8
2885,4.1,2.5
2886,4.1,2.2
2887,4,2.1
2888,4,1.8
2889,4,1.7
2890,4,1.9
2891,4,2.4
2892,4,2.7
2893,4,3
2894,3.9,3.1
2895,3.9,3.3
2896,3.9,3.5
2897,3.9,3.6
2898,3.9,3.7
2899,3.8,3.8
2900,3.9,3.9
2901,3.9,4.1
2902,3.9,4.1
2903,3.9,4.2
2904,3.9,4.3
2905,3.9,4.4
2906,3.9,4.4
2907,4,4.5
2908,3.9,4.5
2909,4,4.6
2910,3.9,4.7
2911,4,4.8
2912,4,4.8
2913,4,4.9
2914,4,4.9
2915,4.1,5
2916,4,5
2917,4,5
2918,4.1,5.1
2919,4.1,4.5
2920,4,3.8
2921,4.1,3.3
2922,4.1,2.9
2923,4,2.6
2924,4,2.3
2925,4,2
2926,3.9,1.8
2927,3.9,1.7
2928,4,1.9
2929,3.9,2.3
2930,3.9,2.6
2931,3.9,2.9
2932,3.9,3.1
2933,3.9,3.3
2934,3.9,3.4
2935,3.8,3.5
2936,3.8,3.6
2937,3.8,3.7
2938,3.8,3.8
2939,3.9,4
2940,3.8,4
2941,3.8,4.1
2942,3.8,4.2
2943,3.8,4.3
2944,3.8,4.3
2945,3.9,4.4
2946,3.9,4.5
2947,3.9,4.6
2948,3.9,4.6
2949,3.9,4.7
2950,3.9,4.7
2951,4,4.8
2952,3.9,4.8
2953,3.9,4.8
2954,4,4.9
2955,4,5
2956,4,5
2957,4,5.1
2958,4.1,4.9
2959,4,4.2
2960,4.1,3.5
2961,4,3.1
2962,4,2.8
2963,4,2.4
2964,4,2.2
2965,4,1.9
2966,3.9,1.7
2967,3.9,1.8
2968,3.9,2.1
2969,3.9,2.5
2970,3.9,2.8
2971,3.9,3
2972,3.8,3.2
2973,3.9,3.4
2974,3.8,3.4
2975,3.8,3.6
2976,3.8,3.7
2977,3.8,3.8
2978,3.8,3.9
2979,3.8,4
2980,3.8,4.1
2981,3.8,4.2
2982,3.8,4.3
2983,3.8,4.3
2984,3.9,4.4
2985,3.9,4.4
2986,3.9,4.6
2987,3.9,4.6
2988,3.9,4.7
2989,3.9,4.7
2990,4,4.8
2991,3.9,4.8
2992,3.9,4.8
2993,4,4.9
2994,3.9,5
2995,4,5
2996,4,5
2997,4,5.1
2998,4.1,4.3
2999,4,3.7
3000,4,3.2
3001,4,2.9
3002,4,2.5
3003,3.9,2.2
3004,3.9,1.9
3005,3.9,1.7
3006,3.9,1.7
3007,3.9,2
3008,3.9,2.4
3009,3.9,2.7
3010,3.9,3
3011,3.8,3.2
3012,3.9,3.3
3013,3.8,3.4
3014,3.8,3.5
3015,3.8,3.7
3016,3.8,3.8
3017,3.8,3.9
3018,3.8,4
3019,3.8,4
3020,3.8,4.2
3021,3.8,4.2
3022,3.8,4.3
3023,3.8,4.3
3024,3.8,4.4
3025,3.9,4.5
3026,3.9,4.6
3027,3.8,4.6
3028,3.9,4.7
3029,4,4.8
3030,3.9,4.8
3031,3.9,4.8
3032,4,4.9
3033,3.9,4.9
3034,4,5
3035,4,5
3036,4,5.1
3037,4.1,4.6
3038,4,3.9
3039,4,3.3
3040,4,2.9
3041,4,2.5
3042,3.9,2.2
3043,4,2
3044,3.9,1.7
3045,3.9,1.6
3046,3.9,1.9
3047,3.9,2.3
3048,3.9,2.7
3049,3.9,2.9
3050,3.8,3.1
3051,3.9,3.3
3052,3.8,3.4
3053,3.8,3.5
3054,3.8,3.6
3055,3.8,3.8
3056,3.8,3.8
3057,3.8,3.9
3058,3.8,4
3059,3.8,4.2
3060,3.8,4.2
3061,3.8,4.3
3062,3.8,4.3
3063,3.9,4.4
3064,3.8,4.5
3065,3.9,4.6
3066,3.8,4.6
3067,3.9,4.7
3068,3.9,4.7
3069,3.9,4.8
3070,3.9,4.8
3071,4,4.9
3072,4,4.9
3073,3.9,5
3074,4,5.1
3075,4,5.1
3076,4,5
3077,4,4.2
3078,4,3.6
3079,4,3
3080,4,2.7
3081,3.9,2.4
3082,3.9,2.1
3083,3.9,1.8
3084,3.9,1.6
3085,3.9,1.7
3086,3.9,2.1
3087,3.9,2.5
3088,3.9,2.8
3089,3.8,3
3090,3.8,3.2
3091,3.8,3.3
3092,3.8,3.4
3093,3.8,3.6
3094,3.8,3.7
3095,3.8,3.8
3096,3.8,3.9
3097,3.8,4
3098,3.8,4
3099,3.8,4.2
3100,3.8,4.2
3101,3.8,4.3
3102,3.8,4.3
3103,3.8,4.5
3104,3.9,4.6
3105,3.9,4.6
3106,3.9,4.7
3107,3.9,4.7
3108,3.9,4.8
3109,3.9,4.8
3110,3.9,4.8
3111,3.9,4.9
3112,3.9,4.9
3113,4,5
3114,4,5
3115,4,5.1
3116,4,4.5
3117,4,3.8
3118,4,3.3
3119,4,2.9
3120,4,2.6
3121,3.9,2.2
3122,3.9,1.9
3123,3.9,1.7
3124,3.9,1.6
3125,3.9,2
3126,3.9,2.3
3127,3.9,2.7
3128,3.8,2.9
3129,3.8,3.1
3130,3.8,3.2
3131,3.8,3.4
3132,3.8,3.5
3133,3.8,3.6
3134,3.8,3.8
3135,3.8,3.8
3136,3.7,3.9
3137,3.8,4
3138,3.8,4.2
3139,3.8,4.2
3140,3.8,4.3
3141,3.8,4.3
3142,3.9,4.4
3143,3.8,4.4
3144,3.9,4.6
3145,3.8,4.6
3146,3.9,4.7
3147,3.8,4.7
3148,3.9,4.8
3149,3.9,4.8
3150,3.9,4.9
3151,3.9,4.9
3152,4,5
3153,4,5
3154,3.9,5
3155,4,4.7
3156,4,3.9
3157,4,3.4
3158,4,3
3159,4,2.6
3160,3.9,2.3
3161,3.9,2
3162,3.9,1.7
3163,3.9,1.6
3164,3.9,1.9
3165,3.9,2.3
3166,3.8,2.6
3167,3.9,2.9
3168,3.8,3.1
3169,3.8,3.2
3170,3.8,3.4
3171,3.8,3.5
3172,3.8,3.6
3173,3.8,3.7
3174,3.8,3.8
3175,3.7,3.9
3176,3.8,4
3177,3.8,4.1
3178,3.8,4.2
3179,3.8,4.3
3180,3.8,4.3
3181,3.9,4.4
3182,3.8,4.5
3183,3.9,4.6
3184,3.8,4.6
3185,3.9,4.7
3186,3.9,4.7
3187,3.9,4.8
3188,3.9,4.8
3189,4,4.9
3190,3.9,4.9
3191,4,5
3192,4,5.1
3193,3.9,5
3194,4,4.9
3195,4,4
3196,4,3.4
3197,4,3
3198,4,2.7
3199,3.9,2.3
3200,3.9,2.1
3201,3.9,1.8
3202,3.9,1.7
3203,3.8,1.9
3204,3.9,2.3
3205,3.9,2.6
3206,3.9,2.9
3207,3.8,3.1
3208,3.8,3.2
3209,3.8,3.4
3210,3.8,3.5
3211,3.8,3.6
3212,3.8,3.7
3213,3.8,3.9
3214,3.7,3.9
3215,3.8,4
3216,3.8,4.2
3217,3.8,4.2
3218,3.8,4.3
3219,3.8,4.3
3220,3.9,4.4
3221,3.8,4.5
3222,3.9,4.6
3223,3.8,4.6
3224,3.9,4.7
3225,3.9,4.7
3226,3.9,4.8
3227,3.9,4.8
3228,4,4.9
3229,3.9,4.9
3230,4,5
3231,4,5
3232,3.9,5.1
3233,4,5.2
3234,4,5.2
3235,4,5.2
3236,4,5.3
3237,4,5.3
3238,4.1,5.4
3239,4.1,5.4
3240,4.1,4.8
3241,4.1,4.1
3242,4.1,3.5
3243,4.1,3.1
3244,4.1,2.8
3245,4.1,2.5
3246,4.1,2.2
3247,4,1.9
3248,4,1.7
3249,4,1.7
3250,4,2
3251,4,2.4
3252,4,2.8
3253,4,3
3254,3.9,3.2
3255,3.9,3.3
3256,3.9,3.5
3257,3.9,3.6
3258,3.9,3.7
3259,3.8,3.8
3260,3.9,3.9
3261,3.9,4.1
3262,3.9,4.1
3263,3.9,4.2
3264,3.9,4.3
3265,3.9,4.4
3266,4,4.5
3267,3.9,4.5
3268,3.9,4.5
3269,4,4.6
3270,4,4.7
3271,4,4.8
3272,4,4.8
3273,4,4.9
3274,4,4.9
3275,4.1,5
3276,4,5
3277,4,5
3278,4.1,4.8
3279,4.1,4.1
3280,4.1,3.4
3281,4.1,3
3282,4,2.6
3283,4,2.3
3284,4,2
3285,3.9,1.8
3286,3.9,1.6
3287,4,1.9
3288,3.9,2.3
3289,3.9,2.6
3290,3.9,2.9
3291,3.9,3.1
3292,3.8,3.2
3293,3.9,3.4
3294,3.8,3.5
3295,3.8,3.6
3296,3.9,3.8
3297,3.8,3.8
3298,3.9,4
3299,3.8,4
3300,3.8,4.1
3301,3.8,4.2
3302,3.8,4.3
3303,3.8,4.3
3304,3.9,4.4
3305,3.9,4.5
3306,3.9,4.6
3307,3.9,4.6
3308,3.9,4.7
3309,3.9,4.7
3310,4,4.8
3311,3.9,4.8
3312,4,4.9
3313,4,4.9
3314,4,5
3315,4,5
3316,4.1,5.1
3317,4.1,4.4
3318,4.1,3.7
3319,4,3.1
3320,4,2.8
3321,4,2.4
3322,4,2.1
3323,3.9,1.8
3324,3.9,1.6
3325,3.9,1.7
3326,3.9,2.1
3327,3.9,2.5
3328,3.9,2.8
3329,3.9,3
3330,3.8,3.2
3331,3.8,3.3
3332,3.8,3.4
3333,3.8,3.6
3334,3.8,3.7
3335,3.8,3.8
3336,3.8,3.9
3337,3.8,4
3338,3.8,4
3339,3.8,4.2
3340,3.8,4.3
3341,3.8,4.3
3342,3.9,4.4
3343,3.9,4.5
3344,3.9,4.6
3345,3.9,4.6
3346,3.8,4.6
3347,3.9,4.7
3348,3.9,4.8
3349,3.9,4.8
3350,3.9,4.8
3351,4,4.9
3352,3.9,4.9
3353,4,5
3354,4,5
3355,4,5.1
3356,4,4.3
3357,4,3.7
3358,4,3.2
3359,4,2.7
3360,4,2.4
3361,3.9,2.1
3362,3.9,1.8
3363,3.9,1.6
3364,3.9,1.8
3365,3.9,2.2
3366,3.8,2.5
3367,3.8,2.8
3368,3.9,3.1
3369,3.8,3.2
3370,3.9,3.4
3371,3.8,3.5
3372,3.8,3.6
3373,3.8,3.7
3374,3.8,3.8
3375,3.7,3.9
3376,3.8,4
3377,3.8,4.1
3378,3.8,4.2
3379,3.8,4.3
3380,3.8,4.3
3381,3.8,4.4
3382,3.9,4.5
3383,3.9,4.6
3384,3.8,4.6
3385,3.9,4.7
3386,3.9,4.7
3387,3.9,4.8
3388,3.9,4.8
3389,3.9,4.8
3390,4,4.9
3391,3.9,4.9
3392,4,5
3393,3.9,5
3394,4,4.9
3395,4,4.1
3396,4,3.5
3397,4,3
3398,4,2.6
3399,3.9,2.3
3400,3.9,2
3401,3.9,1.7
3402,3.9,1.6
3403,3.9,1.9
3404,3.9,2.3
3405,3.9,2.6
3406,3.9,2.9
3407,3.8,3.1
3408,3.8,3.2
3409,3.8,3.4
3410,3.8,3.5
3411,3.8,3.6
3412,3.8,3.7
3413,3.8,3.8
3414,3.7,3.9
3415,3.7,4
3416,3.8,4.1
3417,3.8,4.2
3418,3.8,4.3
3419,3.8,4.3
3420,3.9,4.4
3421,3.8,4.5
3422,3.9,4.6
3423,3.8,4.6
3424,3.9,4.7
3425,3.9,4.7
3426,3.9,4.8
3427,3.9,4.8
3428,4,4.9
3429,3.9,4.9
3430,4,5
3431,4,5
3432,3.9,5.1
3433,4,4.8
3434,4,4
3435,4,3.4
3436,4,2.9
3437,4,2.5
3438,3.9,2.2
3439,3.9,1.9
3440,3.9,1.7
3441,3.9,1.6
3442,3.9,2
3443,3.9,2.4
3444,3.9,2.7
3445,3.9,2.9
3446,3.8,3.1
3447,3.9,3.3
3448,3.8,3.4
3449,3.8,3.5
3450,3.8,3.7
3451,3.8,3.8
3452,3.8,3.8
3453,3.8,4
3454,3.7,4
3455,3.8,4.1
3456,3.8,4.2
3457,3.8,4.3
3458,3.8,4.3
3459,3.9,4.4
3460,3.9,4.5
3461,3.9,4.6
3462,3.8,4.6
3463,3.9,4.7
3464,3.9,4.7
3465,3.9,4.8
3466,3.9,4.8
3467,3.9,4.8
3468,3.9,4.9
3469,3.9,5
3470,4,5
3471,4,5.1
3472,4,4.8
3473,4,3.9
3474,4,3.4
3475,4,3
3476,4,2.5
3477,3.9,2.2
3478,3.9,1.9
3479,3.9,1.7
3480,3.9,1.6
3481,3.9,1.9
3482,3.9,2.4
3483,3.8,2.7
3484,3.9,2.9
3485,3.8,3.1
3486,3.8,3.2
3487,3.8,3.4
3488,3.8,3.5
3489,3.8,3.7
3490,3.7,3.7
3491,3.8,3.8
3492,3.7,3.9
3493,3.7,4
3494,3.8,4.2
3495,3.8,4.2
3496,3.8,4.3
3497,3.8,4.3
3498,3.9,4.4
3499,3.8,4.5
3500,3.9,4.6
3501,3.8,4.6
3502,3.9,4.7
3503,3.9,4.7
3504,3.9,4.8
3505,3.9,4.8
3506,4,4.9
3507,3.9,4.9
3508,4,5
3509,4,5.1
3510,4,5.1
3511,4,4.8
3512,4,3.9
3513,4,3.3
3514,4,2.9
3515,4,2.5
3516,3.9,2.1
3517,3.9,1.9
3518,3.9,1.7
3519,3.9,1.7
3520,3.9,2
3521,3.9,2.4
3522,3.9,2.7
3523,3.9,3
3524,3.8,3.1
3525,3.8,3.3
3526,3.8,3.4
3527,3.7,3.5
3528,3.8,3.7
3529,3.8,3.8
3530,3.8,3.9
3531,3.8,4
3532,3.7,4
3533,3.8,4.2
3534,3.7,4.2
3535,3.8,4.3
3536,3.8,4.3
3537,3.8,4.4
3538,3.9,4.5
3539,3.9,4.6
3540,3.8,4.6
3541,3.9,4.7
3542,3.9,4.7
3543,3.9,4.8
3544,3.9,4.8
3545,3.9,4.9
3546,3.9,4.9
3547,4,5
3548,4,5
3549,4,5.1
3550,4,4.7
3551,4,3.8
3552,4,3.3
3553,4,2.8
3554,4,2.4
3555,3.9,2.1
3556,3.9,1.8
3557,3.9,1.6
3558,3.9,1.6
3559,3.9,2
3560,3.9,2.4
3561,3.9,2.7
3562,3.8,2.9
3563,3.8,3.1
3564,3.8,3.3
3565,3.8,3.4
3566,3.7,3.5
3567,3.8,3.6
3568,3.8,3.8
3569,3.8,3.8
3570,3.8,4
3571,3.7,4
3572,3.8,4.1
3573,3.8,4.2
3574,3.8,4.3
3575,3.8,4.3
3576,3.8,4.4
3577,3.8,4.5
3578,3.9,4.6
3579,3.8,4.6
3580,3.9,4.7
3581,3.9,4.7
3582,3.9,4.8
3583,3.9,4.8
3584,3.9,4.9
3585,3.9,4.9
3586,4,5
3587,4,5
3588,3.9,5
3589,4,5.2
3590,4,5.2
3591,4.1,5.3
3592,4,5.3
3593,4,5.3
3594,4.1,5.4
3595,4.1,5.4
3596,4.1,5.4
3597,4.1,5.5
3598,4.1,5.5
3599,4.2,5.6
3600,4.2,5.1
3601,4.2,4.2
3602,4.2,3.6
3603,4.2,3.2
3604,4.2,2.8
3605,4.2,2.5
3606,4.1,2.2
3607,4.1,1.9
3608,4.1,1.7
3609,4,1.6
3610,4.1,1.9
3611,4,2.3
3612,4,2.7
3613,4,2.9
3614,3.9,3.1
3615,4,3.4
3616,3.9,3.4
3617,4,3.6
3618,3.9,3.7
3619,3.9,3.8
3620,3.9,3.9
3621,3.9,4
3622,4,4.2
3623,3.9,4.2
3624,3.9,4.2
3625,3.9,4.4
3626,4,4.5
3627,4,4.5
3628,4,4.6
3629,4,4.6
3630,4.1,4.7
3631,4,4.7
3632,4,4.8
3633,4,4.9
3634,4.1,5
3635,4.1,5
3636,4.1,5
3637,4.1,5.1
3638,4.1,4.8
3639,4.1,4
3640,4.1,3.4
3641,4.1,2.9
3642,4.1,2.5
3643,4,2.2
3644,4,1.9
3645,4,1.6
3646,4,1.6
3647,4,2
3648,4,2.4
3649,4,2.7
3650,3.9,2.9
3651,3.9,3.2
3652,3.9,3.3
3653,3.9,3.4
3654,3.9,3.6
3655,3.8,3.7
3656,3.9,3.8
3657,3.8,3.8
3658,3.9,4
3659,3.9,4.1
3660,3.8,4.1
3661,3.9,4.3
3662,3.8,4.3
3663,3.9,4.4
3664,3.9,4.4
3665,3.9,4.5
3666,3.9,4.6
3667,4,4.7
3668,3.9,4.7
3669,4,4.8
3670,4,4.8
3671,3.9,4.8
3672,4,4.9
3673,4.1,5
3674,4,5
3675,4,5
3676,4.1,5
3677,4,4.2
3678,4.1,3.5
3679,4.1,3
3680,4,2.6
3681,4,2.3
3682,4,1.9
3683,4,1.7
3684,3.9,1.6
3685,3.9,1.9
3686,4,2.3
3687,3.9,2.6
3688,3.9,2.9
3689,3.9,3.1
3690,3.9,3.3
3691,3.9,3.4
3692,3.8,3.5
3693,3.8,3.6
3694,3.8,3.7
3695,3.8,3.8
3696,3.8,3.9
3697,3.8,4
3698,3.8,4.2
3699,3.8,4.2
3700,3.8,4.3
3701,3.8,4.3
3702,3.9,4.4
3703,3.9,4.5
3704,3.9,4.6
3705,3.9,4.6
3706,3.9,4.7
3707,3.9,4.7
3708,4,4.8
3709,3.9,4.8
3710,3.9,4.8
3711,4,4.9
3712,4,5
3713,4,5
3714,4,5.1
3715,4.1,4.7
3716,4,3.9
3717,4,3.3
3718,4,2.8
3719,4,2.4
3720,4,2.1
3721,3.9,1.8
3722,3.9,1.5
3723,3.9,1.7
3724,3.9,2.1
3725,3.9,2.5
3726,3.9,2.8
3727,3.9,3
3728,3.8,3.2
3729,3.9,3.3
3730,3.8,3.4
3731,3.8,3.6
3732,3.8,3.7
3733,3.8,3.8
3734,3.8,3.9
3735,3.8,4
3736,3.8,4
3737,3.8,4.2
3738,3.8,4.3
3739,3.8,4.3
3740,3.8,4.3
3741,3.9,4.4
3742,3.9,4.6
3743,3.9,4.6
3744,3.9,4.6
3745,3.9,4.7
3746,3.9,4.7
3747,3.9,4.8
3748,3.9,4.8
3749,4,4.9
3750,3.9,4.9
3751,4,5
3752,4,5
3753,4,5.1
3754,4,4.4
3755,4,3.6
3756,4,3.1
3757,4,2.7
3758,4,2.3
3759,4,2
3760,3.9,1.7
3761,3.9,1.5
3762,3.9,1.8
3763,3.9,2.2
3764,3.8,2.5
3765,3.8,2.8
3766,3.9,3
3767,3.8,3.2
3768,3.8,3.3
3769,3.8,3.4
3770,3.7,3.5
3771,3.8,3.7
3772,3.8,3.8
3773,3.8,3.9
3774,3.8,4
3775,3.8,4.1
3776,3.8,4.2
3777,3.8,4.2
3778,3.8,4.3
3779,3.8,4.3
3780,3.8,4.4
3781,3.9,4.6
3782,3.9,4.6
3783,3.8,4.6
3784,3.9,4.7
3785,3.9,4.8
3786,3.9,4.8
3787,3.9,4.8
3788,3.9,4.9
3789,3.9,4.9
3790,4,5
3791,4,5
3792,4,5.1
3793,4,4.5
3794,4,3.7
3795,4,3.1
3796,4,2.7
3797,3.9,2.4
3798,3.9,2
3799,3.9,1.8
3800,3.9,1.5
3801,3.9,1.7
3802,3.8,2.1
3803,3.9,2.5
3804,3.9,2.8
3805,3.8,3
3806,3.8,3.2
3807,3.8,3.3
3808,3.8,3.4
3809,3.7,3.5
3810,3.7,3.7
3811,3.8,3.8
3812,3.7,3.9
3813,3.8,4
3814,3.7,4
3815,3.8,4.2
3816,3.8,4.3
3817,3.8,4.3
3818,3.8,4.3
3819,3.8,4.4
3820,3.9,4.6
3821,3.9,4.6
3822,3.8,4.6
3823,3.9,4.7
3824,3.9,4.7
3825,3.9,4.8
3826,3.9,4.8
3827,3.9,4.9
3828,3.9,4.9
3829,4,5
3830,4,5.1
3831,3.9,5.1
3832,4,4.5
3833,4,3.7
3834,4,3.1
3835,4,2.7
3836,4,2.3
3837,3.9,2
3838,3.9,1.7
3839,3.9,1.5
3840,3.9,1.8
3841,3.9,2.2
3842,3.8,2.5
3843,3.8,2.8
3844,3.8,3
3845,3.8,3.2
3846,3.8,3.4
3847,3.8,3.5
3848,3.8,3.6
3849,3.7,3.7
3850,3.8,3.8
3851,3.7,3.9
3852,3.8,4
3853,3.7,4
3854,3.8,4.2
3855,3.8,4.3
3856,3.8,4.3
3857,3.8,4.3
3858,3.8,4.4
3859,3.9,4.6
3860,3.8,4.6
3861,3.9,4.7
3862,3.9,4.7
3863,3.9,4.8
3864,3.9,4.8
3865,3.9,4.8
3866,3.9,4.9
3867,3.9,4.9
3868,4,5
3869,4,5
3870,3.9,5.1
3871,4,4.4
3872,4,3.7
3873,4,3.1
3874,4,2.7
3875,4,2.4
3876,3.9,2
3877,3.9,1.7
3878,3.9,1.5
3879,3.9,1.7
3880,3.9,2.1
3881,3.9,2.6
3882,3.9,2.8
3883,3.8,3
3884,3.8,3.2
3885,3.8,3.4
3886,3.8,3.4
3887,3.7,3.5
3888,3.8,3.7
3889,3.8,3.8
3890,3.7,3.9
3891,3.8,4
3892,3.7,4
3893,3.8,4.2
3894,3.8,4.3
3895,3.8,4.3
3896,3.8,4.3
3897,3.8,4.4
3898,3.9,4.6
3899,3.9,4.6
3900,3.8,4.6
3901,3.9,4.7
3902,3.9,4.8
3903,3.9,4.8
3904,3.9,4.8
3905,3.9,4.9
3906,3.9,4.9
3907,4,5
3908,4,5
3909,3.9,5.1
3910,4,4.5
3911,4,3.8
3912,4,3.2
3913,4,2.7
3914,3.9,2.3
3915,3.9,2
3916,3.9,1.7
3917,3.9,1.5
3918,3.9,1.7
3919,3.9,2.1
3920,3.9,2.5
3921,3.9,2.8
3922,3.8,3
3923,3.8,3.2
3924,3.8,3.3
3925,3.8,3.4
3926,3.8,3.6
3927,3.8,3.7
3928,3.8,3.8
3929,3.8,3.9
3930,3.7,3.9
3931,3.7,4
3932,3.8,4.2
3933,3.8,4.2
3934,3.8,4.3
3935,3.8,4.3
3936,3.8,4.4
3937,3.9,4.6
3938,3.8,4.6
3939,3.8,4.6
3940,3.9,4.7
3941,3.9,4.8
3942,3.9,4.8
3943,3.9,4.8
