min,tempM,tempR
5227,3.9,4.9
5228,3.9,5
5229,4,5
5230,3.9,5
5231,4,4.9
5232,4,4
5233,4,3.5
5234,4,3
5235,4,2.6
5236,3.9,2.2
5237,3.9,2
5238,3.9,1.7
5239,3.9,1.5
5240,3.8,1.8
5241,3.9,2.2
5242,3.8,2.5
5243,3.8,2.8
5244,3.8,3
5245,3.8,3.2
5246,3.8,3.4
5247,3.8,3.4
5248,3.7,3.6
5249,3.8,3.7
5250,3.8,3.8
5251,3.7,3.9
5252,3.8,4
5253,3.7,4
5254,3.8,4.2
5255,3.8,4.3
5256,3.8,4.3
5257,3.8,4.3
5258,3.8,4.4
5259,3.9,4.6
5260,3.8,4.6
5261,3.8,4.6
5262,3.9,4.7
5263,3.9,4.8
5264,3.9,4.8
5265,3.9,4.8
5266,3.9,4.9
5267,3.9,4.9
5268,4,5
5269,3.9,5.1
5270,3.9,5
5271,3.9,4.3
5272,4,3.6
5273,4,3.1
5274,4,2.7
5275,3.9,2.4
5276,3.9,2.1
5277,3.9,1.8
5278,3.9,1.5
5279,3.9,1.7
5280,3.9,2.1
5281,3.9,2.5
5282,3.8,2.8
5283,3.8,3
5284,3.8,3.2
5285,3.8,3.3
5286,3.8,3.4
5287,3.7,3.5
5288,3.8,3.7
5289,3.8,3.8
5290,3.7,3.9
5291,3.7,3.9
5292,3.7,4
5293,3.8,4.2
5294,3.7,4.2
5295,3.8,4.3
5296,3.8,4.3
5297,3.8,4.4
5298,3.8,4.5
5299,3.8,4.6
5300,3.8,4.6
5301,3.9,4.7
5302,3.8,4.7
5303,3.9,4.8
5304,3.9,4.8
5305,3.9,4.9
5306,3.9,4.9
5307,4,5
5308,3.9,5.1
5309,3.9,5.1
5310,4,4.5
5311,4,3.8
5312,4,3.2
5313,4,2.8
5314,3.9,2.4
5315,3.9,2.1
5316,3.9,1.9
5317,3.8,1.6
5318,3.8,1.6
5319,3.9,2
5320,3.8,2.3
5321,3.8,2.6
5322,3.8,2.9
5323,3.8,3.1
5324,3.8,3.2
5325,3.8,3.4
5326,3.7,3.5
5327,3.8,3.7
5328,3.7,3.7
5329,3.8,3.9
5330,3.7,3.9
5331,3.7,4
5332,3.8,4.2
5333,3.7,4.2
5334,3.8,4.3
5335,3.8,4.3
5336,3.8,4.4
5337,3.8,4.5
5338,3.9,4.6
5339,3.8,4.6
5340,3.9,4.7
5341,3.8,4.7
5342,3.9,4.8
5343,3.9,4.8
5344,3.9,4.8
5345,3.9,4.9
5346,4,5
5347,4,5.1
5348,3.9,5.1
5349,4,4.9
5350,4,4
5351,4,3.4
5352,4,3
5353,4,2.5
5354,3.9,2.2
5355,3.9,2
5356,3.9,1.7
5357,3.8,1.6
5358,3.8,1.8
5359,3.9,2.3
5360,3.8,2.5
5361,3.8,2.8
5362,3.8,3.1
5363,3.8,3.2
5364,3.8,3.4
5365,3.8,3.5
5366,3.8,3.6
5367,3.7,3.7
5368,3.8,3.9
5369,3.7,3.9
5370,3.8,4
5371,3.7,4.1
5372,3.8,4.2
5373,3.8,4.3
5374,3.8,4.3
5375,3.8,4.3
5376,3.8,4.4
5377,3.9,4.6
5378,3.8,4.6
5379,3.9,4.7
5380,3.9,4.7
5381,3.8,4.7
5382,3.9,4.8
5383,3.8,4.8
5384,3.9,4.9
5385,3.9,4.9
5386,4,5
5387,3.9,5.1
5388,3.9,5.1
5389,4,5.2
5390,4,5.2
5391,4,5.3
5392,4,5.3
5393,4,5.3
5394,4.1,5.4
5395,4.1,5.4
5396,4.1,5.4
5397,4.1,5.5
5398,4.1,5.5
5399,4.2,5.6
5400,4.2,5.1
5401,4.2,4.3
5402,4.2,3.7
5403,4.2,3.3
5404,4.2,2.9
5405,4.2,2.6
5406,4.2,2.4
5407,4.1,2.1
5408,4.1,1.9
5409,4,1.6
5410,4.1,1.6
5411,4,1.9
5412,4,2.4
5413,4,2.7
5414,4,2.9
5415,4,3.1
5416,3.9,3.3
5417,4,3.4
5418,3.9,3.6
5419,3.9,3.7
5420,3.9,3.8
5421,3.9,3.9
5422,4,4
5423,3.9,4.1
5424,3.9,4.2
5425,3.9,4.2
5426,3.9,4.4
5427,3.9,4.4
5428,4,4.5
5429,4,4.5
5430,4,4.6
5431,4,4.7
5432,4,4.8
5433,4,4.8
5434,4,4.9
5435,4,4.9
5436,4.1,5
5437,4,5
5438,4.1,5.1
5439,4.1,5
5440,4.1,4.3
5441,4.1,3.6
5442,4.1,3.1
5443,4.1,2.8
5444,4,2.5
5445,4,2.2
5446,4,1.9
5447,4,1.7
5448,4,1.5
5449,4,1.7
5450,3.9,2.1
5451,3.9,2.5
5452,3.9,2.7
5453,3.9,3
5454,3.9,3.2
5455,3.9,3.3
5456,3.9,3.5
5457,3.8,3.5
5458,3.8,3.7
5459,3.8,3.7
5460,3.8,3.9
5461,3.8,3.9
5462,3.8,4
5463,3.8,4.2
5464,3.8,4.2
5465,3.8,4.3
5466,3.8,4.3
5467,3.9,4.4
5468,3.9,4.6
5469,3.9,4.6
5470,3.9,4.6
5471,3.9,4.7
5472,4,4.8
5473,3.9,4.8
5474,3.9,4.8
5475,4,4.9
5476,4,4.9
5477,4,5.1
5478,4,5.1
5479,4,5.1
5480,4.1,5
5481,4,4.2
5482,4.1,3.7
5483,4,3.1
5484,4,2.8
5485,4,2.5
5486,4,2.2
5487,4,1.9
5488,3.9,1.7
5489,3.9,1.6
5490,3.9,1.7
5491,3.9,2
5492,3.9,2.4
5493,3.9,2.7
5494,3.8,2.9
5495,3.8,3.1
5496,3.8,3.2
5497,3.9,3.4
5498,3.8,3.5
5499,3.7,3.6
5500,3.8,3.7
5501,3.8,3.9
5502,3.7,3.9
5503,3.8,4
5504,3.8,4.1
5505,3.8,4.2
5506,3.8,4.3
5507,3.8,4.3
5508,3.8,4.3
5509,3.8,4.5
5510,3.9,4.6
5511,3.8,4.6
5512,3.8,4.6
5513,3.9,4.7
5514,3.9,4.7
5515,3.9,4.8
5516,3.9,4.8
5517,3.9,4.9
5518,3.9,5
5519,4,5.1
5520,4,5.1
5521,4,5.1
5522,4,4.9
5523,4,4.1
5524,4,3.6
5525,4,3.1
5526,4,2.7
5527,4,2.4
5528,3.9,2.1
5529,3.9,1.9
5530,3.9,1.7
5531,3.9,1.6
5532,3.9,1.7
5533,3.8,2.1
5534,3.9,2.5
5535,3.8,2.7
5536,3.8,2.9
5537,3.8,3.1
5538,3.8,3.3
5539,3.8,3.5
5540,3.7,3.5
5541,3.7,3.6
5542,3.7,3.7
5543,3.8,3.9
5544,3.7,3.9
5545,3.8,4
5546,3.7,4.1
5547,3.7,4.2
5548,3.8,4.3
5549,3.8,4.3
5550,3.8,4.4
5551,3.8,4.5
5552,3.9,4.6
5553,3.8,4.6
5554,3.9,4.7
5555,3.8,4.7
5556,3.9,4.8
5557,3.9,4.8
5558,3.9,4.8
5559,3.9,4.9
5560,3.9,4.9
5561,4,5
5562,3.9,5
5563,3.9,5.1
5564,4,4.8
5565,4,4.1
5566,4,3.5
5567,4,3
5568,4,2.7
5569,3.9,2.4
5570,3.9,2.1
5571,3.9,1.9
5572,3.9,1.7
5573,3.8,1.8
5574,3.9,2.2
5575,3.9,2.5
5576,3.8,2.8
5577,3.8,3
5578,3.9,3.3
5579,3.8,3.3
5580,3.7,3.4
5581,3.8,3.6
5582,3.7,3.7
5583,3.8,3.8
5584,3.7,3.9
5585,3.8,4
5586,3.8,4.1
5587,3.7,4.2
5588,3.8,4.3
5589,3.8,4.3
5590,3.9,4.4
5591,3.8,4.5
5592,3.9,4.6
5593,3.8,4.6
5594,3.9,4.7
5595,3.8,4.7
5596,3.9,4.8
5597,3.9,4.8
5598,3.9,4.9
5599,3.9,4.9
5600,3.9,5
5601,4,5.1
5602,3.9,5
5603,3.9,4.3
5604,4,3.7
5605,4,3.2
5606,4,2.8
5607,3.9,2.5
5608,3.9,2.2
5609,3.9,2
5610,3.9,1.7
5611,3.9,1.7
5612,3.8,2.1
5613,3.9,2.5
5614,3.9,2.8
5615,3.8,3
5616,3.8,3.2
5617,3.8,3.3
5618,3.8,3.4
5619,3.7,3.5
5620,3.7,3.7
5621,3.8,3.8
5622,3.7,3.9
5623,3.8,4
5624,3.7,4
5625,3.8,4.2
5626,3.8,4.3
5627,3.8,4.3
5628,3.8,4.4
5629,3.8,4.5
5630,3.9,4.6
5631,3.8,4.6
5632,3.9,4.7
5633,3.9,4.7
5634,3.9,4.8
5635,3.9,4.8
5636,3.9,4.8
5637,3.9,4.9
5638,3.9,5
5639,4,5
5640,3.9,5.1
5641,4,4.6
5642,4,3.9
5643,4,3.4
5644,4,3
5645,4,2.6
5646,3.9,2.3
5647,3.9,2.1
5648,3.9,1.8
5649,3.8,1.7
5650,3.9,1.9
5651,3.8,2.3
5652,3.9,2.7
5653,3.8,2.9
5654,3.8,3.1
5655,3.8,3.2
5656,3.8,3.4
5657,3.7,3.5
5658,3.8,3.7
5659,3.7,3.7
5660,3.7,3.9
5661,3.7,3.9
5662,3.7,4
5663,3.8,4.2
5664,3.7,4.2
5665,3.8,4.3
5666,3.8,4.3
5667,3.8,4.4
5668,3.9,4.6
5669,3.8,4.6
5670,3.8,4.6
5671,3.9,4.7
5672,3.8,4.7
5673,3.9,4.8
5674,3.9,4.8
5675,3.9,4.9
5676,3.9,4.9
5677,4,5.1
5678,4,5
5679,3.9,5
5680,4,4.3
5681,4,3.7
5682,4,3.2
5683,4,2.9
5684,3.9,2.6
5685,3.9,2.3
5686,3.9,2
5687,3.9,1.8
5688,3.9,1.7
5689,3.8,2.1
5690,3.9,2.4
5691,3.8,2.8
5692,3.8,3
5693,3.8,3.2
5694,3.8,3.3
5695,3.8,3.4
5696,3.8,3.6
5697,3.7,3.7
5698,3.8,3.8
5699,3.7,3.9
5700,3.8,4
5701,3.8,4.1
5702,3.8,4.2
5703,3.8,4.3
5704,3.8,4.3
5705,3.9,4.4
5706,3.8,4.4
5707,3.9,4.6
5708,3.8,4.6
5709,3.9,4.7
5710,3.9,4.7
5711,3.9,4.8
5712,3.9,4.8
5713,3.9,4.8
5714,3.9,4.9
5715,3.9,5
5716,4,5
5717,3.9,5.1
5718,3.9,4.7
5719,4,3.9
5720,4,3.4
5721,4,3
5722,4,2.7
5723,3.9,2.3
5724,3.9,2.1
5725,3.9,1.9
5726,3.9,1.7
5727,3.9,1.8
5728,3.8,2.2
5729,3.9,2.6
5730,3.8,2.9
5731,3.8,3.1
5732,3.9,3.3
5733,3.8,3.4
5734,3.7,3.5
5735,3.8,3.6
5736,3.7,3.7
5737,3.8,3.8
5738,3.7,3.9
5739,3.8,4
5740,3.8,4.1
5741,3.7,4.2
5742,3.8,4.3
5743,3.8,4.3
5744,3.8,4.4
5745,3.8,4.5
5746,3.9,4.6
5747,3.8,4.6
5748,3.9,4.7
5749,3.8,4.7
5750,3.9,4.8
5751,3.9,4.8
5752,3.9,4.9
5753,3.9,4.9
5754,4,5
5755,4,5
5756,3.9,5.1
5757,4,5.1
5758,4,5.2
5759,4.1,5.3
5760,4,4.9
5761,4,4.1
5762,4,3.6
5763,4.1,3.2
5764,4,2.8
5765,4,2.6
5766,3.9,2.3
5767,3.9,2.1
5768,3.9,1.8
5769,3.9,1.7
5770,3.9,2
5771,4,2.4
5772,3.9,2.7
5773,3.9,3
5774,3.9,3.2
5775,3.8,3.3
5776,3.8,3.4
5777,3.8,3.6
5778,3.8,3.7
5779,3.8,3.8
5780,3.8,3.9
5781,3.8,4
5782,3.8,4.1
5783,3.8,4.1
5784,3.8,4.3
5785,3.8,4.3
5786,3.9,4.4
5787,3.9,4.5
5788,3.9,4.5
5789,3.9,4.6
5790,3.9,4.7
5791,3.9,4.7
5792,3.9,4.8
5793,3.9,4.8
5794,4,4.9
5795,3.9,4.9
5796,4,5
5797,4,5
5798,4,5.1
5799,4,4.4
5800,4,3.7
5801,4,3.3
5802,4,2.9
5803,4,2.6
5804,3.9,2.3
5805,3.9,2.1
5806,3.9,1.9
5807,3.9,1.8
5808,3.9,2.1
5809,3.9,2.4
5810,3.9,2.8
5811,3.9,3
5812,3.8,3.2
5813,3.8,3.3
5814,3.8,3.5
5815,3.8,3.6
5816,3.8,3.7
5817,3.8,3.8
5818,3.8,3.9
5819,3.8,4
5820,3.8,4.1
5821,3.8,4.2
5822,3.8,4.3
5823,3.8,4.3
5824,3.9,4.4
5825,3.9,4.6
5826,3.9,4.6
5827,3.9,4.6
5828,3.9,4.7
5829,3.9,4.7
5830,3.9,4.8
5831,3.9,4.8
5832,4,4.9
5833,3.9,4.9
5834,4,5
5835,4,5
5836,4,5
5837,4,4.3
5838,4,3.8
5839,4,3.2
5840,4,2.9
5841,4,2.6
5842,3.9,2.4
5843,3.9,2.1
5844,3.9,1.8
5845,3.9,1.8
5846,3.9,2.1
5847,3.9,2.4
5848,3.9,2.7
5849,3.8,3
5850,3.8,3.2
5851,3.8,3.3
5852,3.8,3.4
5853,3.8,3.6
5854,3.8,3.7
5855,3.8,3.8
5856,3.8,3.9
5857,3.8,4
5858,3.8,4.1
5859,3.8,4.2
5860,3.8,4.3
5861,3.8,4.3
5862,3.9,4.4
5863,3.8,4.5
5864,3.9,4.6
5865,3.8,4.6
5866,3.9,4.7
5867,3.9,4.7
5868,3.9,4.8
5869,3.9,4.8
5870,3.9,4.8
5871,3.9,4.9
5872,3.9,4.9
5873,4,5
5874,4,5.1
5875,4,4.8
5876,4,4
5877,4,3.5
5878,4,3
5879,4,2.7
5880,4,2.4
5881,3.9,2.2
5882,3.9,1.9
5883,3.9,1.8
5884,3.9,1.8
5885,3.9,2.2
5886,3.9,2.5
5887,3.9,2.8
5888,3.8,3
5889,3.9,3.3
5890,3.8,3.4
5891,3.8,3.5
5892,3.8,3.6
5893,3.8,3.7
5894,3.8,3.8
5895,3.7,3.9
5896,3.8,4
5897,3.8,4.1
5898,3.8,4.2
5899,3.8,4.3
5900,3.8,4.3
5901,3.9,4.4
5902,3.8,4.5
5903,3.9,4.6
5904,3.8,4.6
5905,3.9,4.7
5906,3.9,4.7
5907,3.9,4.8
5908,3.9,4.8
5909,4,4.9
5910,3.9,4.9
5911,4,5
5912,4,5
5913,3.9,5
5914,4,4.5
5915,4,3.8
5916,4,3.3
5917,4,3
5918,4,2.6
5919,3.9,2.3
5920,3.9,2.1
5921,3.9,1.9
5922,3.8,1.8
5923,3.9,2
5924,3.8,2.3
5925,3.9,2.7
5926,3.8,2.9
5927,3.8,3.1
5928,3.8,3.3
5929,3.8,3.4
5930,3.8,3.6
5931,3.8,3.7
5932,3.8,3.8
5933,3.8,3.9
5934,3.8,4
5935,3.8,4
5936,3.8,4.2
5937,3.8,4.3
5938,3.8,4.3
5939,3.8,4.3
5940,3.8,4.5
5941,3.9,4.6
5942,3.9,4.6
5943,3.8,4.6
5944,3.9,4.7
5945,3.9,4.7
5946,3.9,4.8
5947,3.9,4.8
5948,3.9,4.9
5949,3.9,5
5950,4,5
5951,4,5
5952,4,4.9
5953,4,4.1
5954,4,3.5
5955,4,3.1
5956,4,2.8
5957,4,2.5
5958,3.9,2.2
5959,3.9,2
5960,3.9,1.8
5961,3.8,1.8
5962,3.8,2.1
5963,3.8,2.5
5964,3.8,2.8
5965,3.8,3
5966,3.9,3.3
5967,3.8,3.3
5968,3.8,3.4
5969,3.8,3.6
5970,3.8,3.7
5971,3.8,3.8
5972,3.7,3.9
5973,3.8,4
5974,3.8,4.1
5975,3.8,4.2
5976,3.8,4.3
5977,3.8,4.3
5978,3.9,4.4
5979,3.9,4.5
5980,3.9,4.6
5981,3.8,4.6
5982,3.9,4.7
5983,3.9,4.7
5984,3.9,4.8
5985,3.9,4.8
5986,3.9,4.9
5987,3.9,4.9
5988,4,5
5989,4,5.1
5990,3.9,5.1
5991,4,4.5
5992,4,3.8
5993,4,3.3
5994,4,3
5995,4,2.6
5996,3.9,2.3
5997,3.9,2.1
5998,3.9,1.8
5999,3.9,1.8
6000,3.9,2
6001,3.9,2.3
6002,3.9,2.7
6003,3.8,2.9
6004,3.8,3.1
6005,3.8,3.3
6006,3.8,3.4
6007,3.7,3.5
6008,3.8,3.7
6009,3.8,3.8
6010,3.8,3.9
6011,3.8,4
6012,3.7,4
6013,3.8,4.2
6014,3.8,4.2
6015,3.8,4.3
6016,3.8,4.3
6017,3.8,4.4
6018,3.9,4.6
6019,3.8,4.6
6020,3.9,4.7
6021,3.9,4.7
6022,3.9,4.8
6023,3.9,4.8
6024,3.9,4.8
6025,3.9,4.9
6026,3.9,4.9
6027,4,5
6028,3.9,5
6029,4,4.9
6030,4,4.1
6031,4,3.6
6032,4,3.1
6033,4,2.8
6034,3.9,2.5
6035,3.9,2.2
6036,3.9,2
6037,3.9,1.7
6038,3.9,1.8
6039,3.9,2.1
6040,3.9,2.5
6041,3.9,2.8
6042,3.8,3
6043,3.8,3.2
6044,3.8,3.4
6045,3.8,3.4
6046,3.8,3.6
6047,3.8,3.7
6048,3.8,3.8
6049,3.7,3.9
6050,3.8,4
6051,3.7,4.1
6052,3.8,4.2
6053,3.8,4.3
6054,3.8,4.3
6055,3.9,4.4
6056,3.8,4.5
6057,3.9,4.6
6058,3.8,4.6
6059,3.9,4.7
6060,3.9,4.7
6061,3.9,4.8
6062,3.9,4.8
6063,4,4.9
6064,3.9,4.9
6065,3.9,5
6066,4,5.1
6067,3.9,5.1
6068,4,4.6
6069,4,3.8
6070,4,3.3
6071,4,2.9
6072,4,2.6
6073,3.9,2.3
6074,3.9,2.1
6075,3.9,1.8
6076,3.9,1.7
6077,3.9,1.9
6078,3.9,2.3
6079,3.9,2.7
6080,3.8,2.9
6081,3.8,3.1
6082,3.8,3.3
6083,3.8,3.4
6084,3.8,3.5
6085,3.8,3.7
6086,3.8,3.8
6087,3.8,3.9
6088,3.7,3.9
6089,3.8,4
6090,3.8,4.2
6091,3.8,4.3
6092,3.8,4.3
6093,3.8,4.4
6094,3.8,4.4
6095,3.9,4.6
6096,3.8,4.6
6097,3.9,4.7
6098,3.9,4.7
6099,3.9,4.8
6100,3.9,4.8
6101,3.9,4.8
6102,3.9,4.9
6103,3.9,5
6104,4,5.1
6105,3.9,5
6106,4,5.2
6107,4,5.2
6108,4,5.2
6109,4,5.3
6110,4,5.3
6111,4.1,5.4
6112,4.1,5.4
6113,4.1,5.4
6114,4.1,5.5
6115,4.1,5.5
6116,4.2,5.6
6117,4.2,5.6
6118,4.2,5.6
6119,4.3,5.7
6120,4.2,5.2
6121,4.2,4.5
6122,4.3,3.9
6123,4.2,3.5
6124,4.3,3.2
6125,4.2,2.9
6126,4.2,2.6
6127,4.2,2.4
6128,4.2,2.2
6129,4.2,2
6130,4.1,1.8
6131,4.1,1.8
6132,4.1,2.1
6133,4.1,2.5
6134,4,2.8
6135,4.1,3
6136,4,3.2
6137,4,3.4
6138,4,3.5
6139,4,3.6
6140,4,3.8
6141,4,4
6142,4,4
6143,4,4.2
6144,4,4.2
6145,4,4.3
6146,4,4.3
6147,4,4.5
6148,4,4.5
6149,4.1,4.6
6150,4,4.6
6151,4.1,4.7
6152,4,4.8
6153,4.1,4.8
6154,4.1,4.9
6155,4.1,5
6156,4.1,5
6157,4.2,5.1
6158,4.1,5
6159,4.2,4.2
6160,4.1,3.6
6161,4.1,3.2
6162,4.1,2.8
6163,4.1,2.5
6164,4.1,2.2
6165,4,2
6166,4,1.8
6167,4,1.8
6168,4,2.2
6169,4,2.6
6170,4,2.9
6171,4,3.1
6172,3.9,3.3
6173,3.9,3.4
6174,3.9,3.5
6175,3.9,3.6
6176,3.9,3.8
6177,3.9,3.8
6178,3.9,4
6179,3.9,4.1
6180,3.9,4.2
6181,3.9,4.3
6182,3.9,4.3
6183,3.9,4.4
6184,4,4.5
6185,4,4.5
6186,3.9,4.6
6187,4,4.7
6188,4,4.8
6189,4,4.8
6190,4,4.9
6191,4,4.9
6192,4.1,5
6193,4.1,5
6194,4,5
6195,4.1,5
6196,4,4.2
6197,4.1,3.7
6198,4.1,3.1
6199,4.1,2.8
6200,4,2.5
6201,4,2.2
6202,4,2
6203,4,1.8
6204,3.9,1.8
6205,3.9,2.1
6206,3.9,2.5
6207,3.9,2.8
6208,3.9,3
6209,3.9,3.3
6210,3.9,3.4
6211,3.8,3.4
6212,3.8,3.6
6213,3.9,3.8
6214,3.8,3.8
6215,3.8,3.9
6216,3.8,4
6217,3.9,4.1
6218,3.8,4.2
6219,3.9,4.3
6220,3.8,4.3
6221,3.9,4.4
6222,3.9,4.5
6223,3.9,4.6
6224,3.9,4.6
6225,3.9,4.7
6226,3.9,4.7
6227,4,4.8
6228,3.9,4.8
6229,4,4.9
6230,4,4.9
6231,4,5
6232,4,5
6233,4.1,5
6234,4,4.3
6235,4,3.6
6236,4,3.1
6237,4,2.7
6238,4,2.4
6239,4,2.2
6240,3.9,2
6241,3.9,1.7
6242,3.9,1.7
6243,3.9,2.1
6244,3.9,2.5
6245,3.9,2.8
6246,3.8,3
6247,3.8,3.2
6248,3.8,3.4
6249,3.8,3.5
6250,3.8,3.6
6251,3.8,3.7
6252,3.8,3.8
6253,3.8,3.9
6254,3.8,4
6255,3.8,4.2
6256,3.8,4.2
6257,3.8,4.3
6258,3.8,4.3
6259,3.9,4.4
6260,3.8,4.5
6261,3.9,4.6
6262,3.9,4.6
6263,3.9,4.7
6264,3.9,4.7
6265,3.9,4.8
6266,3.9,4.8
6267,4,4.9
6268,3.9,5
6269,4,5.1
6270,4,5
6271,4,4.9
6272,4,4.1
6273,4,3.5
6274,4,3.1
6275,4,2.7
6276,3.9,2.4
6277,3.9,2.1
6278,3.9,1.9
6279,3.9,1.7
6280,3.9,1.9
6281,3.9,2.3
6282,3.9,2.6
6283,3.8,2.9
6284,3.8,3.1
6285,3.8,3.3
6286,3.8,3.4
6287,3.8,3.5
6288,3.8,3.7
6289,3.8,3.8
6290,3.8,3.8
6291,3.8,4
6292,3.8,4
6293,3.8,4.2
6294,3.8,4.2
6295,3.8,4.3
6296,3.8,4.3
6297,3.8,4.5
6298,3.9,4.6
6299,3.9,4.6
6300,3.8,4.6
6301,3.9,4.7
6302,3.9,4.8
6303,3.9,4.8
6304,3.9,4.8
6305,4,4.9
6306,3.9,5
6307,4,5.1
6308,4,5.1
6309,4,4.8
6310,4,4
6311,4,3.5
6312,4,3
6313,4,2.7
6314,3.9,2.3
6315,3.9,2.1
6316,3.9,1.8
6317,3.9,1.7
6318,3.9,2
6319,3.9,2.3
6320,3.9,2.7
6321,3.8,2.9
6322,3.8,3.2
6323,3.8,3.3
6324,3.8,3.4
6325,3.8,3.6
6326,3.8,3.7
6327,3.8,3.8
6328,3.7,3.9
6329,3.8,4
6330,3.8,4.1
6331,3.8,4.2
6332,3.8,4.3
6333,3.8,4.3
6334,3.9,4.4
6335,3.8,4.5
6336,3.9,4.6
6337,3.8,4.6
6338,3.9,4.7
6339,3.9,4.7
6340,3.9,4.8
6341,3.9,4.8
6342,3.9,4.9
6343,3.9,4.9
6344,4,5
6345,3.9,5
6346,4,5.1
6347,4,4.4
6348,4,3.7
6349,4,3.1
6350,4,2.8
6351,4,2.5
6352,3.9,2.3
6353,3.9,2
6354,3.9,1.7
6355,3.9,1.7
6356,3.9,2.1
6357,3.9,2.5
6358,3.9,2.8
6359,3.8,3
6360,3.8,3.2
6361,3.8,3.3
6362,3.8,3.4
6363,3.8,3.6
6364,3.7,3.7
6365,3.8,3.8
6366,3.7,3.9
6367,3.8,4
6368,3.8,4.1
6369,3.8,4.2
6370,3.8,4.3
6371,3.8,4.3
6372,3.8,4.4
6373,3.8,4.5
6374,3.9,4.6
6375,3.8,4.6
6376,3.9,4.7
6377,3.9,4.7
6378,3.9,4.8
6379,3.9,4.8
6380,3.9,4.8
6381,3.9,4.9
6382,4,5
6383,4,5
6384,3.9,5
6385,4,4.6
6386,4,3.8
6387,4,3.3
6388,4,3
6389,4,2.6
6390,3.9,2.3
6391,3.9,2
6392,3.9,1.8
6393,3.9,1.7
6394,3.9,1.9
6395,3.9,2.3
6396,3.9,2.6
6397,3.8,2.9
6398,3.8,3.1
6399,3.8,3.3
6400,3.8,3.4
6401,3.7,3.5
6402,3.8,3.6
6403,3.8,3.8
6404,3.8,3.8
6405,3.7,3.9
6406,3.7,4
6407,3.8,4.1
6408,3.8,4.2
6409,3.8,4.3
6410,3.8,4.3
6411,3.8,4.4
6412,3.8,4.5
6413,3.9,4.6
6414,3.8,4.6
6415,3.9,4.7
6416,3.8,4.7
6417,3.9,4.8
6418,3.9,4.8
6419,3.9,4.9
6420,3.9,4.9
6421,4,5.1
6422,3.9,5.1
6423,3.9,5
6424,4,4.3
6425,4,3.7
6426,4,3.1
6427,4,2.8
6428,3.9,2.5
6429,3.9,2.2
6430,3.9,1.9
6431,3.9,1.8
6432,3.9,1.7
6433,3.8,2.1
6434,3.9,2.5
6435,3.9,2.8
6436,3.8,3
6437,3.8,3.2
6438,3.8,3.3
6439,3.7,3.4
6440,3.8,3.6
6441,3.7,3.7
6442,3.8,3.8
6443,3.7,3.9
6444,3.8,4
6445,3.8,4.1
6446,3.8,4.2
6447,3.8,4.3
6448,3.8,4.3
6449,3.9,4.4
6450,3.8,4.5
6451,3.9,4.6
6452,3.8,4.6
6453,3.9,4.7
6454,3.9,4.7
6455,3.9,4.8
6456,3.9,4.8
6457,3.9,4.8
6458,3.9,4.9
6459,3.9,4.9
6460,4,5
6461,3.9,5.1
6462,4,5.2
6463,4,5.2
6464,4,5.2
6465,4,5.3
6466,4,5.3
6467,4.1,5.4
6468,4.1,5.4
6469,4.1,5.4
6470,4.1,5.5
6471,4.1,5.5
6472,4.2,5.6
6473,4.2,5.6
6474,4.2,5.6
6475,4.2,5.7
6476,4.2,5.7
6477,4.3,5.8
6478,4.3,5.8
6479,4.3,5.8
6480,4.3,5.3
6481,4.3,4.5
6482,4.3,4
6483,4.4,3.6
6484,4.4,3.2
6485,4.3,2.9
6486,4.3,2.7
6487,4.3,2.4
6488,4.2,2.2
6489,4.2,1.9
6490,4.2,1.8
6491,4.2,1.8
6492,4.2,2
6493,4.2,2.4
6494,4.2,2.8
6495,4.2,3
6496,4.1,3.2
6497,4.1,3.5
6498,4.1,3.5
6499,4,3.6
6500,4.1,3.8
6501,4.1,4
6502,4,4
6503,4.1,4.1
6504,4,4.2
